time,forecast_mw
2025-10-09 15:00:00+02:00,10566.73
2025-10-09 15:15:00+02:00,10778.62
2025-10-09 15:30:00+02:00,10990.65
2025-10-09 15:45:00+02:00,11171.53
2025-10-09 16:00:00+02:00,11338.56
2025-10-09 16:15:00+02:00,11370.53
2025-10-09 16:30:00+02:00,11408.83
2025-10-09 16:45:00+02:00,11445.96
2025-10-09 17:00:00+02:00,11517.02
2025-10-09 17:15:00+02:00,11653.64
2025-10-09 17:30:00+02:00,11792.72
2025-10-09 17:45:00+02:00,11944.04
2025-10-09 18:00:00+02:00,12121.27
2025-10-09 18:15:00+02:00,12480.31
2025-10-09 18:30:00+02:00,12853.45
2025-10-09 18:45:00+02:00,13211.37
2025-10-09 19:00:00+02:00,13578.98
2025-10-09 19:15:00+02:00,13952.25
2025-10-09 19:30:00+02:00,14317.2
2025-10-09 19:45:00+02:00,14651.66
2025-10-09 20:00:00+02:00,14966.09
2025-10-09 20:15:00+02:00,15247.54
2025-10-09 20:30:00+02:00,15518.81
2025-10-09 20:45:00+02:00,15796.17
2025-10-09 21:00:00+02:00,16076.92
2025-10-09 21:15:00+02:00,16320.46
2025-10-09 21:30:00+02:00,16540.49
2025-10-09 21:45:00+02:00,16749.96
2025-10-09 22:00:00+02:00,16659.41
2025-10-09 22:15:00+02:00,16809.52
2025-10-09 22:30:00+02:00,16962.22
2025-10-09 22:45:00+02:00,17100.73
2025-10-09 23:00:00+02:00,17221.11
2025-10-09 23:15:00+02:00,17313.88
2025-10-09 23:30:00+02:00,17406.86
2025-10-09 23:45:00+02:00,17495.49
2025-10-10 00:00:00+02:00,17016.29
2025-10-10 00:15:00+02:00,17097.65
2025-10-10 00:30:00+02:00,17180.21
2025-10-10 00:45:00+02:00,17262.79
2025-10-10 01:00:00+02:00,17341.32
2025-10-10 01:15:00+02:00,17407.71
2025-10-10 01:30:00+02:00,17457.27
2025-10-10 01:45:00+02:00,17498.91
2025-10-10 02:00:00+02:00,17516.95
2025-10-10 02:15:00+02:00,17525.25
2025-10-10 02:30:00+02:00,17549.78
2025-10-10 02:45:00+02:00,17579.88
2025-10-10 03:00:00+02:00,17590.3
2025-10-10 03:15:00+02:00,17586.43
2025-10-10 03:30:00+02:00,17581.43
2025-10-10 03:45:00+02:00,17563.04
2025-10-10 04:00:00+02:00,17498.79
2025-10-10 04:15:00+02:00,17356.06
2025-10-10 04:30:00+02:00,17207.1
2025-10-10 04:45:00+02:00,17053.68
2025-10-10 05:00:00+02:00,16911.22
2025-10-10 05:15:00+02:00,16757.38
2025-10-10 05:30:00+02:00,16601.31
2025-10-10 05:45:00+02:00,16449.19
2025-10-10 06:00:00+02:00,16548.89
2025-10-10 06:15:00+02:00,16454.46
2025-10-10 06:30:00+02:00,16365.24
2025-10-10 06:45:00+02:00,16269.5
2025-10-10 07:00:00+02:00,16185.37
2025-10-10 07:15:00+02:00,16085.4
2025-10-10 07:30:00+02:00,15979.05
2025-10-10 07:45:00+02:00,15849.85
2025-10-10 08:00:00+02:00,15659.9
2025-10-10 08:15:00+02:00,15422.0
2025-10-10 08:30:00+02:00,15173.1
2025-10-10 08:45:00+02:00,14919.99
2025-10-10 09:00:00+02:00,14648.86
2025-10-10 09:15:00+02:00,14360.15
2025-10-10 09:30:00+02:00,14070.25
2025-10-10 09:45:00+02:00,13799.89
2025-10-10 10:00:00+02:00,13597.98
2025-10-10 10:15:00+02:00,13683.31
2025-10-10 10:30:00+02:00,13770.45
2025-10-10 10:45:00+02:00,13872.69
2025-10-10 11:00:00+02:00,13994.2
2025-10-10 11:15:00+02:00,14092.06
